FileName,ProductName,Key,Value,Validation
RV_20240409_clothing_output_146_jeeva.json,B00NGGR6LQ,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B013XDAXIY,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B015NE4148,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00A83AUWC,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B018T72OP4,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B0153NSD02,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00JOTJXQK,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B01BYAJ3OS,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B01BVYDJNI,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B01FV7BY42,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00M3LP33S,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00EJDWYYE,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00W4CEL66,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B01CEMDDZA,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00MPFTMBQ,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00M7L5UVY,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00GUA0ENC,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00DMXLMKY,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B01G2WW55W,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B00X1CYQMM,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B002DYS3SM,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B017TQ6JXO,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B013PBPN0C,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B015ZKO94W,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B013KC35BU,Valid keys,Valid values,Valid
RV_20240409_clothing_output_146_jeeva.json,B0188Y9ORE,Valid keys,Valid values,Valid
