FileName,ProductName,Key,Value,Validation
RV_20240408_clothing_output_150_jeeva.json,B00T3HCMBG,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B01DL1EB72,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B005Q8HDQU,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B017IIAGIM,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00MFB9U1M,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00985A4AY,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B017UZKMT6,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B01H7RF9BS,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B017UZL0RO,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00KNBGLSQ,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B019D64QNS,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00Z8CM4B8,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B019EFSIRI,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00LFWCR2G,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B006YGIOLQ,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B01AUJCKC6,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B005KC2N9Y,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00PQDICC4,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00NLU87JW,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B0038JOF42,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00488GB2G,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B01DYSPSJ2,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00KP45A8S,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B016H3HARO,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00GL5ZKRQ,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00DM0ZHG2,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B01HCS5K0W,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00PZ1BNXM,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00OUZC2WU,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B010EA1Q44,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00JSALIWM,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00EPVTLDM,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B002EVPM42,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00DE1R8R0,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00CLM4HRM,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00UF21K3Y,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00PPSWLEA,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00WMBJ3W6,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00IKBNQHA,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00Y7X789W,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B0181QA4SW,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B019T4HOA6,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00OLG4AK0,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B0034GX8XI,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B013R9LGSK,Valid keys,Valid values,Valid
RV_20240408_clothing_output_150_jeeva.json,B00KTMKDS8,Valid keys,Valid values,Valid
