FileName,ProductName,Validation
RV_20240408_clothing_output_20_sudipta.json,B017MCGH46,Valid
RV_20240408_clothing_output_20_sudipta.json,B00P399UYA,Valid
RV_20240408_clothing_output_20_sudipta.json,B012TNR7EC,Valid
RV_20240408_clothing_output_20_sudipta.json,B01GKOPQOY,Valid
RV_20240408_clothing_output_20_sudipta.json,B00GYS894Q,Valid
RV_20240408_clothing_output_20_sudipta.json,B00PXFHBEK,Valid
RV_20240408_clothing_output_20_sudipta.json,B01C34K0G4,Valid
RV_20240408_clothing_output_20_sudipta.json,B009AWKSAG,Valid
RV_20240408_clothing_output_20_sudipta.json,B00P89Y87E,Valid
RV_20240408_clothing_output_20_sudipta.json,B01AMK5YW6,Valid
RV_20240408_clothing_output_20_sudipta.json,B00BEIJVAC,Valid
RV_20240408_clothing_output_20_sudipta.json,B00N77EXCO,Valid
RV_20240408_clothing_output_20_sudipta.json,B013DXS7PK,Valid
RV_20240408_clothing_output_20_sudipta.json,B010MVNFKI,Valid
RV_20240408_clothing_output_20_sudipta.json,B00AMAC90C,Valid
RV_20240408_clothing_output_20_sudipta.json,B00DULFGGY,Valid
