FileName,ProductName,Validation
RV_20240410_clothing_output_124_jeeva.json,B00EZZFEWK,Valid
RV_20240410_clothing_output_124_jeeva.json,B00C9MN0TK,Valid
RV_20240410_clothing_output_124_jeeva.json,B015QX4Y16,Valid
RV_20240410_clothing_output_124_jeeva.json,B00SHFR3H8,Valid
RV_20240410_clothing_output_124_jeeva.json,B015T5ONI0,Valid
RV_20240410_clothing_output_124_jeeva.json,B00IT6GM4U,Valid
RV_20240410_clothing_output_124_jeeva.json,B01GIHPS9G,Valid
RV_20240410_clothing_output_124_jeeva.json,B018EU44AY,Valid
RV_20240410_clothing_output_124_jeeva.json,B00A1MNBKI,Valid
RV_20240410_clothing_output_124_jeeva.json,B00IUJ8J38,Valid
RV_20240410_clothing_output_124_jeeva.json,B010ILVCQQ,Valid
RV_20240410_clothing_output_124_jeeva.json,B01DET9NFG,Valid
RV_20240410_clothing_output_124_jeeva.json,B0170K16TQ,Valid
RV_20240410_clothing_output_124_jeeva.json,B00XJDTQ00,Valid
RV_20240410_clothing_output_124_jeeva.json,B01HH4E6OC,Valid
RV_20240410_clothing_output_124_jeeva.json,B00G2NGVJI,Valid
RV_20240410_clothing_output_124_jeeva.json,B0106NXW8W,Valid
RV_20240410_clothing_output_124_jeeva.json,B005GIG3UM,Valid
RV_20240410_clothing_output_124_jeeva.json,B00IAZ1LG4,Valid
RV_20240410_clothing_output_124_jeeva.json,B018J0KACA,Valid
RV_20240410_clothing_output_124_jeeva.json,B0035XU3BU,Valid
RV_20240410_clothing_output_124_jeeva.json,B00DUWUFPA,Valid
RV_20240410_clothing_output_124_jeeva.json,B0106NWPS0,Valid
RV_20240410_clothing_output_124_jeeva.json,B0170K11A0,Valid
RV_20240410_clothing_output_124_jeeva.json,B00LCZVL0K,Valid
RV_20240410_clothing_output_124_jeeva.json,B01DVITHUG,Valid
RV_20240410_clothing_output_124_jeeva.json,B01GSGTPMI,Valid
RV_20240410_clothing_output_124_jeeva.json,B00NP3CLHE,Valid
RV_20240410_clothing_output_124_jeeva.json,B00OBCSKVE,Valid
RV_20240410_clothing_output_124_jeeva.json,B01G0LV5Y2,Valid
RV_20240410_clothing_output_124_jeeva.json,B0127GT8XE,Valid
RV_20240410_clothing_output_124_jeeva.json,B01508O32C,Valid
RV_20240410_clothing_output_124_jeeva.json,B00VWTK52Q,Valid
RV_20240410_clothing_output_124_jeeva.json,B00V55FMCA,Valid
RV_20240410_clothing_output_124_jeeva.json,B00VWTKULW,Valid
RV_20240410_clothing_output_124_jeeva.json,B00J5R2DP4,Valid
RV_20240410_clothing_output_124_jeeva.json,B00KTKXVLG,Valid
RV_20240410_clothing_output_124_jeeva.json,B002PNLEMS,Valid
RV_20240410_clothing_output_124_jeeva.json,B01DYQOTSK,Valid
RV_20240410_clothing_output_124_jeeva.json,B013PXP6HU,Valid
RV_20240410_clothing_output_124_jeeva.json,B00P4E4P94,Valid
RV_20240410_clothing_output_124_jeeva.json,B01FI2Y80W,Valid
RV_20240410_clothing_output_124_jeeva.json,B017LHKI3I,Valid
RV_20240410_clothing_output_124_jeeva.json,B00S9P4PH2,Valid
RV_20240410_clothing_output_124_jeeva.json,B004FVGUCC,Valid
RV_20240410_clothing_output_124_jeeva.json,B00JQY2BSA,Valid
RV_20240410_clothing_output_124_jeeva.json,B00Y2D1BN6,Valid
RV_20240410_clothing_output_124_jeeva.json,B00JQX94VI,Valid
RV_20240410_clothing_output_124_jeeva.json,B01C14IT96,Valid
RV_20240410_clothing_output_124_jeeva.json,B00VXSIREE,Valid
RV_20240410_clothing_output_124_jeeva.json,B011EBN6Q8,Valid
RV_20240410_clothing_output_124_jeeva.json,B013SEURL6,Valid
RV_20240410_clothing_output_124_jeeva.json,B0138NRDWI,Valid
RV_20240410_clothing_output_124_jeeva.json,B002W4WH6C,Valid
RV_20240410_clothing_output_124_jeeva.json,B00APG2Q4W,Valid
RV_20240410_clothing_output_124_jeeva.json,B00XMWPLYI,Valid
RV_20240410_clothing_output_124_jeeva.json,B01FZG4KEU,Valid
RV_20240410_clothing_output_124_jeeva.json,B01DJ0R726,Valid
RV_20240410_clothing_output_124_jeeva.json,B01GG692DW,Valid
RV_20240410_clothing_output_124_jeeva.json,B005A9V39I,Error
RV_20240410_clothing_output_124_jeeva.json,B00PF66HMO,Valid
